1,2,3,4,5,6,7,8,9,10,11,12
117,94,-21,70,-105,37,-5,141,260,233,190,196
159,133,-25,93,-145,54,-58,115,294,296,257,264
203,186,-17,111,-193,85,-126,79,338,376,335,353
253,251,-2,128,-252,126,-203,35,386,464,423,452
320,328,8,156,-323,169,-294,-14,430,559,517,551
396,414,17,190,-404,216,-394,-68,472,659,626,654
469,491,24,223,-480,258,-485,-127,487,735,707,731
533,563,32,251,-547,297,-570,-191,487,799,772,793
568,579,12,280,-573,296,-638,-254,454,813,787,806
584,558,-26,306,-571,266,-697,-317,397,794,767,787
566,520,-44,306,-543,239,-734,-386,304,720,698,725
528,470,-56,293,-498,207,-756,-458,179,602,589,629
467,418,-49,260,-442,185,-760,-534,30,443,447,499
393,361,-31,213,-376,164,-748,-610,-143,248,275,341
325,303,-21,175,-312,141,-706,-635,-262,83,124,213
257,246,-10,135,-251,118,-642,-627,-347,-69,-15,102
184,195,14,85,-188,104,-565,-592,-390,-171,-112,19
104,153,50,29,-128,102,-482,-536,-397,-232,-175,-37
47,127,80,-15,-86,103,-403,-473,-382,-260,-209,-68
8,111,104,-47,-60,108,-328,-399,-338,-252,-212,-72
-11,110,122,-66,-48,116,-265,-321,-276,-215,-192,-57
-14,113,128,-69,-49,121,-212,-239,-198,-156,-151,-27
-1,114,115,-58,-57,115,-170,-166,-121,-91,-103,3
24,110,86,-29,-65,99,-137,-106,-55,-32,-59,25
35,88,53,-7,-60,71,-107,-64,-13,7,-36,39
34,54,19,9,-43,38,-83,-42,6,23,-33,38
35,28,-7,22,-30,11,-69,-32,2,20,-45,27
35,9,-24,29,-21,-7,-64,-31,-13,4,-64,7
26,-10,-36,32,-8,-23,-62,-40,-35,-23,-89,-16
15,-30,-44,31,7,-37,-62,-52,-54,-51,-114,-38
13,-25,-39,26,7,-33,-54,-46,-54,-61,-125,-43
20,-8,-27,25,-5,-18,-42,-30,-41,-59,-122,-36
12,3,-8,9,-6,-2,-26,-8,-15,-35,-106,-17
-7,-5,3,-5,6,-1,-15,2,2,-10,-90,-5
-11,-4,8,-10,8,3,-6,11,12,1,-83,2
-14,-3,12,-13,8,6,0,16,18,7,-78,5
-14,1,16,-15,6,9,4,19,20,9,-77,7
-12,8,21,-17,1,15,7,22,20,8,-76,8
-11,17,29,-20,-4,23,10,25,22,9,-75,11
-8,26,35,-22,-10,30,12,29,25,12,-72,14
-4,32,37,-20,-16,34,12,33,29,17,-69,18
3,36,33,-15,-21,34,11,37,34,23,-65,21
12,35,24,-6,-25,30,10,41,38,28,-62,23
21,33,12,4,-28,23,8,42,39,30,-61,24
29,30,0,15,-30,15,7,40,36,30,-61,23
36,27,-9,23,-32,9,6,37,31,28,-64,20
39,24,-15,27,-32,4,6,34,25,24,-69,17
36,21,-15,26,-29,3,7,33,20,21,-74,14
27,20,-8,17,-24,6,9,34,17,19,-78,12
16,19,2,7,-18,11,12,37,16,18,-79,12
6,17,10,-2,-12,14,16,41,17,20,-79,13
0,15,15,-8,-8,15,18,45,19,22,-79,16
-3,12,15,-9,-5,14,20,49,22,24,-78,18
-3,11,13,-8,-5,12,20,52,25,26,-77,19
-1,11,11,-6,-6,11,20,53,27,28,-76,21
3,12,9,-3,-8,11,18,54,29,29,-75,22
9,15,7,1,-13,11,16,53,30,29,-75,23
14,17,4,5,-16,11,12,51,30,29,-74,24
17,19,3,7,-19,11,8,51,30,29,-73,26
21,21,1,10,-22,11,4,50,30,30,-70,27
26,23,-2,14,-25,11,-1,49,31,31,-66,29
31,26,-4,17,-29,11,-4,49,33,32,-61,31
34,28,-5,19,-32,12,-7,48,36,34,-57,32
36,31,-4,20,-34,13,-8,49,39,36,-53,34
35,32,-3,19,-34,15,-7,50,43,38,-51,37
33,32,-1,17,-33,15,-5,52,47,40,-51,38
32,31,-1,16,-32,15,-3,52,49,40,-52,38
32,29,-3,17,-31,13,-2,50,50,39,-54,37
36,29,-7,21,-33,11,-1,48,50,37,-57,34
42,29,-12,26,-36,8,-1,45,50,35,-59,31
48,31,-16,32,-40,7,0,45,50,35,-62,30
51,33,-17,33,-43,9,2,46,52,35,-64,30
48,36,-11,29,-43,13,6,48,54,37,-65,32
43,39,-3,23,-42,18,9,51,57,40,-64,34
36,41,5,15,-40,23,11,52,60,43,-62,37
31,43,12,10,-38,27,12,53,62,48,-59,40
31,45,15,8,-39,30,11,53,65,52,-56,43
31,47,17,7,-39,32,10,54,69,57,-51,49
31,49,19,6,-40,35,9,57,74,63,-45,55
30,50,20,5,-40,36,7,60,80,69,-39,62
29,48,19,5,-39,34,3,64,85,74,-32,67
30,45,16,7,-38,32,-1,66,89,79,-27,71
31,43,12,10,-38,28,-5,68,92,82,-24,73
35,43,7,14,-40,26,-7,71,96,85,-21,75
41,45,4,18,-44,25,-6,75,101,89,-17,79
47,50,3,22,-49,27,-3,82,107,94,-12,84
52,55,3,25,-54,29,0,89,113,100,-6,89
56,60,5,26,-58,32,4,96,120,107,-1,95
59,66,8,26,-63,37,7,103,126,114,5,101
63,73,10,27,-68,42,9,109,132,121,10,106
70,82,12,30,-76,47,11,114,137,125,14,109
80,91,12,34,-86,52,11,116,140,128,18,111
90,100,10,40,-95,56,10,117,141,130,20,110
100,107,8,46,-104,58,8,118,143,131,21,108
106,112,7,49,-110,61,7,120,145,132,21,107
108,116,8,49,-113,63,8,123,149,133,22,107
106,118,12,47,-113,66,9,129,155,135,25,110
103,119,16,43,-112,68,11,135,162,138,29,114
99,119,20,40,-110,70,13,140,170,143,36,119
96,120,24,36,-109,73,15,144,178,150,44,125
92,121,29,32,-108,76,18,149,188,159,54,134
89,124,35,27,-108,80,20,155,198,170,67,143
86,126,40,23,-108,84,21,161,208,182,82,154
86,130,44,21,-109,88,21,167,219,194,98,164
91,134,44,23,-114,90,19,172,228,206,113,173
98,139,42,28,-120,91,16,176,237,217,128,181
107,145,39,34,-127,92,14,180,245,227,142,188
117,150,34,41,-134,92,13,184,252,235,155,194
125,154,30,48,-140,92,12,186,258,243,166,200
134,157,25,54,-146,91,12,187,262,249,175,204
142,162,21,60,-153,92,11,188,265,252,180,206
151,168,19,66,-160,94,11,189,267,255,184,209
159,176,18,70,-168,97,13,190,269,258,187,211
165,184,19,73,-175,102,15,192,272,261,192,214
169,190,21,74,-181,106,16,193,275,266,198,217
172,196,25,74,-185,110,18,194,278,271,205,220
175,202,28,74,-189,115,18,194,281,275,211,222
176,207,32,72,-192,119,19,193,282,279,216,223
175,210,36,70,-194,123,20,192,283,281,220,225
173,212,41,67,-193,126,22,191,283,282,223,225
169,212,45,62,-191,129,25,190,282,282,223,226
164,212,50,58,-188,131,27,188,280,281,223,227
159,211,54,53,-186,132,29,185,277,279,222,227
155,210,57,49,-183,134,30,181,272,277,219,226
150,209,60,46,-181,135,31,175,268,273,217,223
146,206,62,42,-177,134,32,168,261,268,212,218
142,202,62,40,-173,133,33,160,253,262,205,210
137,196,59,39,-167,128,32,150,242,252,195,200
133,187,55,39,-161,122,31,137,227,239,181,185
127,178,51,38,-153,115,29,124,211,222,165,169
118,170,52,33,-145,111,28,112,194,204,149,153
106,162,56,25,-135,110,28,101,177,186,134,138
89,153,65,12,-122,110,28,91,162,170,120,125
71,144,73,-1,-109,109,28,83,148,154,107,114
57,134,78,-10,-97,106,28,74,136,140,95,103
46,124,79,-17,-86,102,26,67,126,128,84,95
39,116,77,-19,-79,97,25,60,118,118,76,88
35,108,74,-19,-73,91,24,54,111,110,70,84
32,101,70,-19,-67,86,24,50,107,103,65,81
30,94,65,-18,-63,80,24,45,103,98,61,78
29,87,59,-15,-59,73,23,40,99,93,57,75
31,81,51,-10,-57,66,21,35,95,89,53,72
35,76,42,-4,-56,60,19,29,92,86,49,69
38,72,35,1,-56,54,16,23,88,83,45,67
40,70,30,5,-56,50,14,18,86,80,43,65
40,68,28,6,-55,49,12,14,84,76,41,64
37,67,29,4,-53,48,12,11,82,73,39,62
34,66,32,1,-51,49,13,8,80,69,37,60
32,66,34,-1,-50,50,14,5,77,65,34,58
30,66,36,-3,-49,51,15,1,75,61,31,55
30,67,37,-3,-49,52,14,-3,72,55,27,51
31,67,36,-3,-49,52,14,-7,71,50,23,48
30,66,36,-3,-48,51,15,-10,70,47,20,46
27,64,37,-5,-46,51,16,-12,70,44,18,44
22,62,40,-9,-42,51,18,-14,71,42,17,43
15,60,44,-15,-38,52,20,-16,71,41,16,42
7,57,50,-21,-32,54,21,-18,71,38,14,40
0,55,55,-27,-28,55,21,-20,71,36,12,37
-5,53,58,-31,-24,56,21,-22,70,33,9,34
-7,52,59,-33,-23,56,19,-25,68,30,7,31
-6,52,58,-31,-23,55,16,-28,66,28,5,28
-2,52,54,-27,-25,53,13,-32,63,25,3,25
4,53,49,-22,-29,51,10,-36,61,23,2,23
11,55,44,-16,-33,49,8,-39,59,22,2,22
19,57,39,-9,-38,48,6,-42,58,22,2,22
26,60,34,-4,-43,47,6,-45,58,23,2,24
32,63,31,0,-48,47,6,-47,59,24,2,26
36,65,30,3,-51,48,6,-49,61,27,3,28
38,67,29,4,-53,49,7,-50,63,29,4,31
39,68,30,4,-54,50,8,-50,65,31,5,33
38,68,31,3,-53,50,9,-50,68,33,6,35
36,66,31,2,-51,50,11,-50,70,35,8,37
33,64,32,1,-49,49,12,-50,71,36,9,38
31,62,32,0,-47,48,12,-50,72,36,10,38
29,60,32,-1,-45,47,12,-51,73,37,11,38
29,59,31,-1,-45,46,12,-52,74,37,12,37
29,59,30,0,-45,45,13,-53,75,37,12,36
31,60,30,1,-46,45,13,-54,76,37,13,35
32,61,29,1,-47,46,14,-55,77,37,14,34
33,63,30,2,-49,47,15,-56,78,37,14,34
33,65,33,0,-50,49,16,-56,80,37,15,33
32,67,36,-2,-50,52,17,-56,81,37,16,33
28,69,41,-6,-49,55,19,-56,82,37,16,32
24,69,46,-11,-47,58,20,-56,83,37,17,32
20,70,50,-15,-45,60,20,-56,84,37,17,31
17,70,53,-18,-43,62,20,-56,85,36,17,31
16,69,54,-19,-43,62,18,-57,85,35,17,30
16,69,54,-20,-42,62,16,-58,85,34,16,30
16,68,53,-19,-42,61,12,-59,85,33,16,29
16,67,52,-18,-42,60,9,-61,85,33,15,28
16,66,51,-18,-41,59,5,-62,85,32,15,28
16,65,50,-17,-41,57,2,-64,85,32,15,27
16,63,48,-16,-40,56,0,-66,85,31,15,27
16,62,46,-15,-39,54,-2,-67,85,30,15,27
16,60,45,-14,-38,52,-2,-69,86,30,15,28
14,57,44,-14,-36,50,-2,-70,86,31,15,29
12,54,43,-15,-33,49,-1,-70,87,32,15,30
9,52,43,-17,-31,48,0,-70,88,33,15,31
6,50,44,-19,-29,47,2,-70,89,35,15,32
4,49,44,-20,-27,47,3,-70,90,37,15,32
4,49,45,-21,-27,47,4,-70,92,38,16,33
5,50,45,-21,-28,48,4,-70,93,39,17,32
7,51,45,-20,-29,49,4,-71,94,39,17,32
9,53,44,-18,-31,49,3,-72,95,39,18,30
11,55,44,-17,-33,50,1,-72,96,39,18,29
13,56,44,-16,-34,50,0,-72,96,38,18,28
14,56,43,-15,-34,50,-1,-71,96,37,19,27
14,56,43,-15,-34,49,-1,-70,96,36,19,26
14,55,42,-15,-34,48,-1,-69,96,35,19,25
13,54,42,-15,-34,48,-1,-68,95,34,19,25
12,54,43,-16,-33,48,1,-67,95,33,18,24
11,55,45,-17,-33,50,3,-66,94,33,18,25
8,56,49,-21,-32,52,6,-65,95,34,18,26
4,57,53,-25,-31,55,8,-64,96,35,18,27
0,58,58,-29,-29,58,10,-63,96,36,19,28
-2,58,62,-32,-28,60,10,-63,96,37,20,29
-3,59,63,-33,-28,61,9,-63,96,37,21,30
-1,60,63,-32,-30,62,8,-64,95,37,22,31
2,61,61,-29,-32,61,7,-64,95,38,23,32
6,62,57,-26,-34,59,6,-64,94,38,24,33
10,62,53,-21,-36,57,5,-64,93,39,24,33
15,61,48,-17,-39,54,5,-64,92,40,24,32
19,61,43,-12,-40,52,4,-64,91,39,23,32
24,60,38,-7,-42,49,3,-65,89,38,23,31
27,59,34,-4,-44,47,1,-65,88,37,22,30
29,59,31,-1,-44,45,0,-66,86,35,21,29
30,58,30,0,-44,44,-1,-66,85,34,21,29
28,57,30,-1,-42,44,-2,-67,84,33,21,29
24,56,32,-4,-40,44,-2,-67,83,31,20,29
20,55,36,-8,-37,45,-2,-66,81,30,20,29
15,54,40,-12,-35,47,-2,-66,80,28,20,29
11,54,44,-16,-33,49,-2,-65,79,27,19,29
8,54,47,-20,-31,51,-1,-64,78,26,19,28
5,55,51,-23,-31,53,-1,-62,78,25,18,28
3,56,54,-26,-30,56,0,-60,77,25,18,28
1,58,58,-29,-31,58,1,-57,77,26,18,27
0,60,62,-31,-31,61,2,-55,77,27,18,27
-2,62,65,-34,-31,64,3,-53,77,29,18,27
-3,63,67,-36,-31,65,4,-51,77,31,19,28
-4,64,69,-37,-30,67,5,-51,77,33,19,28
-5,64,70,-38,-30,67,5,-51,76,35,19,29
-4,64,70,-37,-31,68,5,-52,75,36,19,29
-2,66,69,-36,-32,68,5,-52,73,37,18,29
1,67,68,-34,-34,68,5,-52,72,38,18,29
4,70,68,-32,-37,70,5,-52,70,38,17,28
7,74,68,-31,-41,72,6,-51,69,37,17,27
10,79,70,-30,-45,75,7,-50,68,37,17,26
13,85,72,-30,-49,79,9,-49,68,37,17,25
16,91,75,-30,-54,84,11,-48,68,37,17,25
18,97,79,-31,-58,89,14,-47,68,37,18,25
20,103,83,-32,-62,93,16,-46,69,38,20,26
21,108,87,-33,-65,98,17,-44,70,39,21,27
22,112,90,-34,-67,102,19,-42,71,40,23,27
22,115,93,-35,-69,105,20,-39,71,41,24,28
21,117,96,-37,-70,107,22,-36,72,42,25,30
20,119,99,-39,-70,110,23,-33,73,44,26,32
18,120,103,-42,-70,112,24,-30,73,45,28,34
16,122,106,-44,-70,114,24,-28,74,46,29,37
15,124,110,-46,-70,117,22,-27,75,48,31,39
15,127,113,-48,-72,120,18,-26,75,49,33,42
16,131,116,-50,-74,123,14,-26,75,50,35,44
17,134,118,-50,-76,126,9,-27,75,52,38,46
19,138,120,-50,-79,129,3,-29,74,52,40,48
22,141,119,-48,-82,130,-4,-32,72,52,42,48
26,143,118,-45,-85,130,-12,-35,69,51,43,48
31,145,115,-42,-89,130,-20,-39,65,50,43,48
35,147,112,-38,-92,129,-27,-43,61,48,43,48
40,148,109,-35,-95,129,-33,-46,57,47,43,48
44,150,107,-31,-97,128,-38,-48,54,46,42,49
47,151,105,-29,-99,128,-41,-48,51,45,42,51
49,152,104,-28,-101,128,-42,-46,50,46,42,53
50,153,104,-27,-101,129,-41,-44,50,47,42,56
49,153,105,-28,-101,130,-40,-41,50,49,43,59
48,152,105,-29,-100,129,-39,-37,50,50,43,61
46,149,105,-30,-98,128,-37,-34,50,51,43,61
44,145,103,-30,-95,125,-35,-31,49,50,42,61
41,139,100,-30,-91,120,-33,-29,48,49,41,59
38,132,96,-30,-85,114,-31,-27,46,47,39,55
33,122,91,-29,-78,107,-28,-25,43,43,36,50
28,111,86,-29,-70,99,-26,-24,39,39,32,44
22,100,80,-29,-61,90,-24,-24,35,34,27,37
17,88,73,-28,-53,81,-22,-24,31,28,22,29
13,77,66,-26,-45,72,-21,-24,26,22,17,22
10,67,58,-24,-39,63,-20,-25,22,16,11,16
8,58,51,-21,-33,55,-20,-26,18,11,6,10
7,50,44,-18,-29,47,-19,-26,14,7,2,5
5,43,39,-17,-25,41,-19,-25,11,3,-1,2
2,37,37,-17,-21,37,-18,-24,8,1,-4,-1
-2,32,36,-19,-16,34,-15,-22,6,0,-5,-1
-9,28,38,-23,-11,33,-12,-19,5,-1,-6,-1
-16,24,42,-29,-5,33,-9,-16,5,0,-6,-1
-24,20,46,-35,1,33,-5,-13,5,1,-6,1
-31,17,50,-40,6,34,-2,-10,6,3,-5,2
-36,14,52,-43,10,33,0,-8,7,5,-5,3
-39,11,52,-45,13,32,1,-7,8,7,-4,5
-40,9,51,-45,15,30,2,-6,8,9,-2,6
-39,7,48,-43,15,27,1,-5,8,11,-1,7
-36,5,43,-39,15,23,1,-5,8,12,0,7
-32,3,37,-34,14,19,0,-4,7,12,1,7
-26,2,29,-28,12,15,0,-4,6,11,1,6
-20,1,22,-21,9,11,-1,-3,5,9,1,5
-14,-1,15,-13,8,6,-1,-3,5,10,2,5
-6,0,6,-6,5,3,-2,-2,3,6,2,3
0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,2,-2,1,6,6,0,-3,-1,-1
-3,1,6,-4,1,4,16,15,2,-4,-1,0
-14,0,16,-15,8,8,31,30,10,-1,1,2
-37,-7,32,-34,22,13,49,44,16,3,1,5
-46,-7,42,-43,27,17,70,74,39,15,8,8
-45,-2,46,-44,24,22,88,105,67,27,19,9
-37,5,44,-40,17,24,93,127,95,46,36,21
-25,14,41,-32,6,27,90,145,121,71,59,39
-13,24,38,-25,-4,32,76,153,153,105,91,67
3,36,35,-17,-19,36,53,157,188,142,133,102
31,61,31,0,-45,47,26,151,224,191,184,150
73,94,23,25,-82,59,-11,138,259,245,242,207
134,143,12,62,-138,76,-67,106,293,309,308,278
207,202,-4,106,-204,99,-139,60,327,380,381,356
285,276,-8,147,-279,133,-228,7,363,457,464,448
363,361,-2,184,-361,179,-325,-52,401,543,554,549
438,440,3,217,-437,221,-423,-112,432,629,643,642
509,519,13,248,-513,265,-518,-169,461,718,745,732
546,563,19,264,-553,291,-596,-228,459,770,806,783
562,586,25,269,-574,306,-663,-286,441,797,846,810
564,572,12,277,-567,293,-711,-350,386,773,826,790
550,530,-16,283,-540,257,-749,-420,305,710,765,735
516,490,-24,270,-501,234,-770,-493,186,597,664,641
464,440,-21,242,-451,211,-776,-571,35,443,528,513
382,385,6,188,-381,194,-750,-614,-101,278,382,385
277,322,48,115,-298,184,-702,-641,-233,101,219,252
192,256,67,63,-223,161,-638,-626,-311,-27,96,146
121,198,79,21,-159,139,-564,-581,-351,-120,1,60
73,155,83,-4,-114,120,-484,-528,-365,-184,-72,-2
44,130,87,-20,-87,108,-401,-458,-348,-217,-116,-38
24,114,91,-33,-69,103,-330,-385,-316,-224,-133,-56
15,104,90,-37,-58,97,-269,-306,-261,-203,-118,-52
13,101,89,-37,-57,95,-214,-226,-191,-161,-88,-36
19,96,78,-29,-57,87,-165,-152,-116,-106,-48,-14
25,86,61,-18,-55,74,-127,-91,-54,-56,-12,8
28,70,43,-6,-48,56,-98,-51,-13,-17,12,23
28,50,23,3,-38,37,-69,-22,10,6,23,28
20,33,14,4,-26,25,-41,-4,15,15,25,24
2,21,20,-8,-11,20,-25,-5,5,7,14,11
-22,15,38,-30,4,27,-18,-12,-9,-11,2,0
-49,10,62,-54,20,36,-10,-10,-14,-19,-6,-4
-75,4,82,-78,37,42,2,3,-5,-15,-5,1
-76,8,87,-81,35,48,11,16,11,-1,4,10
-48,8,58,-53,20,33,8,21,21,10,9,7
-40,4,46,-43,18,25,10,26,25,14,10,6
-28,1,30,-30,13,15,10,26,26,15,7,2
-16,-2,15,-16,8,6,11,24,23,11,1,-3
-7,-3,6,-8,4,2,12,21,18,5,-7,-8
-1,0,1,-2,0,0,13,18,13,-1,-13,-12
3,4,2,0,-4,3,16,18,11,-5,-17,-12
3,9,7,-2,-7,8,19,20,13,-3,-16,-8
1,13,13,-6,-8,13,24,25,18,3,-11,-2
-2,16,19,-11,-8,18,27,32,26,11,-4,6
-5,17,23,-14,-7,20,30,38,33,19,3,13
-7,17,25,-17,-6,21,31,41,39,25,9,17
-9,16,25,-18,-4,21,30,41,41,28,12,18
-9,14,24,-17,-3,20,30,40,41,29,13,18
-8,12,21,-16,-3,17,29,38,39,28,13,16
-6,10,17,-12,-3,14,28,35,36,26,12,13
-4,9,14,-9,-4,12,26,33,35,24,11,10
-3,8,12,-8,-4,10,24,33,35,23,11,8
-2,8,11,-6,-4,9,23,34,37,24,13,8
0,8,9,-4,-5,8,23,37,41,27,16,9
2,8,7,-2,-6,7,25,40,44,31,20,11
4,10,6,-1,-8,8,26,43,46,36,23,14
6,11,6,0,-9,8,29,45,48,40,26,16
8,14,6,1,-12,10,31,46,48,42,26,18
11,16,6,3,-14,11,33,46,48,42,25,18
14,18,4,5,-17,11,34,44,46,40,23,17
17,19,3,7,-19,11,35,43,44,37,20,16
18,19,2,7,-19,11,34,43,44,35,19,16
17,18,2,7,-18,10,33,43,44,33,19,16
16,17,2,6,-17,9,30,44,45,32,19,16
16,14,0,8,-16,7,27,43,46,32,19,16
20,14,-5,12,-18,5,25,42,46,33,18,15
26,15,-10,17,-21,3,24,41,47,33,18,14
32,18,-13,22,-25,3,24,41,49,34,18,15
35,22,-12,23,-29,5,25,43,52,35,20,16
30,26,-4,17,-29,11,28,47,55,38,22,19
24,30,6,9,-28,18,31,51,59,42,26,23
18,34,16,1,-27,25,34,54,62,47,30,27
15,37,22,-4,-27,30,37,56,65,51,35,31
17,40,23,-4,-29,32,38,56,66,54,38,34
21,42,22,-1,-32,32,37,57,68,57,41,37
24,43,19,1,-34,31,36,60,71,60,45,40
26,42,17,4,-35,29,34,64,74,64,49,44
26,40,15,5,-34,26,32,68,76,68,51,48
27,37,11,8,-33,23,30,71,78,72,52,50
31,36,7,12,-34,20,28,74,79,74,51,52
37,38,2,17,-38,19,27,76,79,75,51,53
44,42,-1,23,-44,20,27,77,81,77,52,55
51,47,-3,27,-50,22,28,79,84,79,55,58
54,51,-2,28,-53,24,30,82,88,83,59,61
53,53,1,26,-54,27,32,85,93,87,64,65
50,56,7,22,-54,31,35,89,100,91,69,69
44,58,14,15,-52,35,38,93,107,96,75,73
38,59,22,8,-50,39,39,97,114,101,82,77
32,60,28,2,-47,43,40,101,121,105,89,80
29,60,31,-1,-46,45,39,104,128,110,95,83
30,61,31,0,-47,46,38,107,134,114,100,86
36,64,27,5,-51,45,37,110,139,119,102,88
45,66,22,12,-56,44,37,114,144,122,104,91
52,68,16,19,-61,42,37,118,148,125,106,94
60,70,11,25,-66,40,39,122,153,129,109,97
67,72,6,31,-70,39,41,127,158,133,113,100
75,76,1,37,-76,38,42,132,162,138,117,104
85,82,-3,44,-84,39,44,136,167,143,122,108
95,88,-6,50,-92,41,44,141,172,149,126,113
102,96,-6,54,-99,45,44,147,179,155,132,120
108,103,-4,56,-106,50,44,153,186,163,138,127
113,111,-1,56,-112,55,44,159,194,172,144,134
116,118,2,57,-118,60,45,164,201,181,149,141
121,124,4,58,-123,64,45,168,207,190,155,149
126,130,5,61,-129,68,44,172,213,197,161,156
134,136,3,65,-136,70,43,176,219,204,167,162
142,142,1,71,-143,72,40,179,224,211,173,168
149,147,-1,76,-149,73,37,180,228,217,178,172
156,151,-4,80,-155,74,33,181,232,223,184,176
160,155,-5,83,-159,75,31,183,237,229,190,180
164,159,-5,84,-162,77,30,185,241,235,196,185
167,163,-4,85,-166,79,31,188,246,241,201,190
167,167,0,83,-168,83,33,191,251,248,206,196
165,171,6,79,-169,88,35,195,257,254,211,202
161,175,14,73,-169,94,38,199,263,261,218,209
159,181,23,68,-171,101,41,204,271,269,226,216
158,188,30,64,-174,108,44,209,278,276,234,223
160,195,36,62,-178,115,46,213,285,282,242,229
163,202,40,62,-183,120,47,215,289,287,249,234
166,206,40,63,-187,123,48,216,292,290,255,237
169,208,39,65,-190,123,47,216,291,291,258,238
172,208,36,68,-191,122,45,212,289,290,258,238
173,208,34,69,-192,120,44,207,284,288,257,237
174,208,34,70,-192,120,43,203,279,285,253,235
172,208,36,68,-191,121,43,197,273,280,249,232
168,208,40,64,-189,123,43,192,266,275,243,227
162,205,44,59,-184,124,43,186,259,268,237,222
155,201,47,54,-179,123,44,180,250,260,230,215
148,195,48,50,-172,121,45,173,241,251,223,207
141,189,48,46,-166,118,46,166,232,240,215,199
135,182,47,44,-159,114,46,159,222,229,205,188
128,173,45,41,-151,109,46,149,210,217,193,176
119,163,44,37,-142,103,46,139,198,203,179,164
107,153,45,31,-131,99,46,129,185,188,165,151
94,142,48,23,-119,94,46,119,172,174,151,139
80,132,52,14,-107,91,47,110,161,161,138,128
67,123,55,6,-96,88,47,102,149,149,126,118
58,115,58,-1,-87,86,48,96,139,139,116,109
51,109,59,-5,-81,84,48,90,129,129,107,102
46,104,59,-7,-76,81,48,85,120,120,99,95
45,102,57,-6,-74,79,48,80,112,111,92,87
48,100,53,-3,-75,77,48,74,103,102,85,80
53,100,48,2,-77,74,48,67,93,93,77,72
59,99,41,8,-80,71,46,61,84,83,70,64
63,98,36,14,-82,67,45,55,76,75,63,58
65,97,33,16,-82,65,44,50,70,68,56,54
64,95,32,16,-81,63,44,46,65,62,50,51
60,92,33,13,-77,62,44,42,62,58,45,49
54,88,34,9,-72,61,43,38,58,54,40,47
49,83,34,7,-67,58,41,34,55,50,34,44
44,78,34,4,-62,55,38,31,51,44,29,40
39,73,33,2,-57,53,36,29,48,38,25,36
35,69,33,0,-53,50,35,28,45,32,22,31
32,67,35,-2,-50,50,33,27,43,25,20,27
30,66,36,-3,-48,50,32,25,42,20,19,24
29,64,36,-4,-47,49,30,24,40,17,18,22
29,63,35,-3,-46,48,28,22,39,15,17,22
29,60,32,-2,-45,46,27,20,37,15,17,23
30,59,30,0,-45,44,27,20,36,15,17,24
30,57,28,0,-44,42,27,20,36,16,17,25
28,56,28,-1,-42,42,27,20,36,17,17,26
25,54,30,-3,-40,42,28,20,36,17,17,27
22,53,31,-5,-38,42,29,20,36,17,17,27
20,53,32,-7,-37,43,29,20,36,18,17,27
21,53,32,-6,-38,43,30,21,36,18,18,28
24,55,30,-3,-41,43,30,21,36,19,18,28
30,58,28,1,-45,43,29,21,36,21,18,29
37,61,24,7,-50,42,27,21,36,22,17,29
44,63,19,13,-55,41,25,20,35,24,16,29
51,65,14,19,-60,39,22,19,33,25,14,29
57,66,8,25,-63,36,18,18,32,25,12,28
62,65,3,30,-65,33,14,16,31,24,10,26
66,64,-2,34,-66,30,10,15,30,23,8,24
69,63,-6,37,-67,27,7,14,29,20,7,21
69,61,-8,38,-66,26,5,14,29,18,6,18
67,60,-6,36,-65,26,5,14,29,16,5,17
61,59,-2,31,-62,28,7,15,30,14,6,16
53,59,6,23,-57,32,10,17,32,14,7,17
43,58,16,13,-51,36,15,20,34,15,10,19
32,57,26,3,-45,41,19,24,37,18,13,22
22,56,36,-7,-40,45,24,28,40,21,17,26
13,55,43,-15,-35,48,29,31,43,25,22,31
8,54,47,-20,-32,50,33,34,46,30,26,35
5,53,49,-22,-30,50,36,36,47,34,29,39
5,52,47,-21,-30,49,37,37,48,37,31,41
8,51,42,-17,-31,46,37,38,48,39,32,42
13,49,35,-12,-32,41,36,37,47,40,32,42
19,46,27,-5,-34,36,35,36,47,39,30,41
25,44,18,3,-36,31,33,35,46,36,29,39
31,43,11,10,-38,26,31,34,45,33,27,36
36,42,5,16,-40,23,30,33,44,30,25,34
39,42,2,19,-42,22,30,33,44,28,23,32
38,42,3,18,-41,23,31,33,44,26,22,31
35,42,6,15,-40,25,32,34,45,25,22,31
30,42,12,9,-37,27,34,35,46,25,23,31
25,42,17,4,-35,30,35,36,48,26,24,32
21,42,21,0,-33,32,36,36,49,27,25,33
20,43,23,-2,-33,33,36,36,50,28,26,33
21,43,23,-2,-33,33,36,35,50,28,27,33
23,44,22,0,-34,33,36,34,50,28,27,33
25,45,21,2,-36,33,36,33,50,29,27,33
27,45,19,4,-37,32,36,33,50,30,26,34
28,45,17,5,-37,31,35,32,50,31,25,35
30,44,15,7,-38,30,34,31,49,32,24,35
31,44,13,9,-39,29,32,30,48,33,23,35
33,44,12,11,-40,28,30,29,46,33,22,34
35,45,10,13,-42,27,28,29,44,33,21,33
38,46,9,15,-44,27,27,29,42,33,20,31
41,49,8,16,-46,28,26,29,40,33,19,29
43,52,9,17,-49,30,26,30,38,32,18,28
